"Kod";"Jednostka terytorialna";"Kierunki wykorzystania powierzchni";"Lata";"Jednostka miary";"Wartość";
"1465188";"Wola - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";83;
"1465188";"Wola - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";320;
"1465188";"Wola - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";305;
"1465188";"Wola - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";2;
"1465188";"Wola - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465188";"Wola - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465188";"Wola - dzielnica (8)";"nieużytki";"2014";"ha";0;
"1465188";"Wola - dzielnica (8)";"tereny różne";"2014";"ha";1;
"1465198";"Żoliborz - dzielnica (8)";"ogółem";"2014";"ha";847;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne razem";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - grunty orne";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - sady";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - łąki trwałe";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki rolne - grunty pod rowami";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"grunty pod wodami razem";"2014";"ha";63;
"1465198";"Żoliborz - dzielnica (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";58;
"1465198";"Żoliborz - dzielnica (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";5;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";783;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";197;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";9;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";160;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";37;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";161;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";215;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";3;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";1;
"1465198";"Żoliborz - dzielnica (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"użytki ekologiczne";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"nieużytki";"2014";"ha";0;
"1465198";"Żoliborz - dzielnica (8)";"tereny różne";"2014";"ha";1;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"ogółem";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne razem";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - grunty orne";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - sady";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - łąki trwałe";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - pastwiska trwałe";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - grunty rolne zabudowane";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - grunty pod stawami";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki rolne - grunty pod rowami";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty leśne oraz zadrzewione i zakrzewione razem";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty leśne oraz zadrzewione i zakrzewione - lasy";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty leśne oraz zadrzewione i zakrzewione - grunty zadrzewione i zakrzewione";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty pod wodami razem";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty pod wodami morskimi wewnętrznymi";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty pod wodami powierzchniowymi płynącymi";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty pod wodami powierzchniowymi stojącymi";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane razem";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny mieszkaniowe";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny przemysłowe";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny inne zabudowane";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny zurbanizowane niezabudowane";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny rekreacji i wypoczynku";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - drogi";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - kolejowe";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - tereny komunikacyjne - inne";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"grunty zabudowane i zurbanizowane - użytki kopalne";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"użytki ekologiczne";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"nieużytki";"2014";"ha";0;
"1465998";"GMINY-DZIELNICY WARSZAWY NIE USTALONO (8)";"tereny różne";"2014";"ha";0;

